NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY		19	-0.5283438	-1.6452489	0.015132409	0.14926092	1.0	300	tags=47%, list=20%, signal=58%	
GOMF_CHANNEL_REGULATOR_ACTIVITY	GOMF_CHANNEL_REGULATOR_ACTIVITY		18	-0.5351618	-1.6452403	0.010416667	0.14659555	1.0	124	tags=33%, list=8%, signal=36%	
GOBP_BONE_MORPHOGENESIS	GOBP_BONE_MORPHOGENESIS		24	-0.49651957	-1.6419097	0.017699115	0.14896385	1.0	174	tags=38%, list=12%, signal=42%	
GOCC_CILIUM	GOCC_CILIUM		29	-0.4736778	-1.6330549	0.012135922	0.16030982	1.0	350	tags=38%, list=23%, signal=48%	
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT		24	-0.4858444	-1.6275061	0.018226003	0.16646461	1.0	493	tags=63%, list=33%, signal=91%	
GOMF_CELL_ADHESION_MOLECULE_BINDING	GOMF_CELL_ADHESION_MOLECULE_BINDING		82	-0.38879865	-1.6207215	0.0033112583	0.1749802	1.0	516	tags=49%, list=34%, signal=70%	
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION		119	-0.3695846	-1.6198128	0.0010660981	0.17369631	1.0	580	tags=52%, list=38%, signal=78%	
GOBP_CELL_MIGRATION	GOBP_CELL_MIGRATION		240	-0.35172427	-1.617128	0.0	0.17532884	1.0	615	tags=52%, list=41%, signal=74%	
GOBP_EPITHELIAL_TUBE_FORMATION	GOBP_EPITHELIAL_TUBE_FORMATION		16	-0.5443695	-1.6164035	0.010738255	0.17383762	1.0	273	tags=56%, list=18%, signal=68%	
GOCC_APICAL_PART_OF_CELL	GOCC_APICAL_PART_OF_CELL		55	-0.41059402	-1.615282	0.00913242	0.1729783	1.0	447	tags=51%, list=30%, signal=70%	
GOCC_APICAL_PLASMA_MEMBRANE	GOCC_APICAL_PLASMA_MEMBRANE		44	-0.4285393	-1.609287	0.003567182	0.18083926	1.0	447	tags=52%, list=30%, signal=72%	
GOMF_ION_CHANNEL_REGULATOR_ACTIVITY	GOMF_ION_CHANNEL_REGULATOR_ACTIVITY		16	-0.53651786	-1.6015996	0.022727273	0.19176741	1.0	124	tags=31%, list=8%, signal=34%	
GOCC_BASOLATERAL_PLASMA_MEMBRANE	GOCC_BASOLATERAL_PLASMA_MEMBRANE		30	-0.4624223	-1.5993572	0.015719468	0.1929978	1.0	257	tags=33%, list=17%, signal=39%	
GOBP_BIOLOGICAL_ADHESION	GOBP_BIOLOGICAL_ADHESION		225	-0.3432475	-1.5952109	0.0	0.19761059	1.0	580	tags=48%, list=38%, signal=67%	
GOBP_RESPONSE_TO_KETONE	GOBP_RESPONSE_TO_KETONE		35	-0.44402605	-1.5938401	0.012019231	0.19706897	1.0	254	tags=37%, list=17%, signal=44%	
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING		17	-0.5165325	-1.5909684	0.015665796	0.19929972	1.0	513	tags=59%, list=34%, signal=88%	
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE		16	-0.5298429	-1.5892199	0.020188425	0.19971819	1.0	60	tags=25%, list=4%, signal=26%	
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT		33	-0.45192963	-1.5869629	0.010843374	0.20108351	1.0	654	tags=64%, list=43%, signal=110%	
GOBP_REGULATION_OF_CELL_DIVISION	GOBP_REGULATION_OF_CELL_DIVISION		20	-0.50520986	-1.5827163	0.035220128	0.20668991	1.0	567	tags=65%, list=38%, signal=103%	
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN		70	-0.38403434	-1.5814734	0.00436205	0.20608404	1.0	645	tags=61%, list=43%, signal=102%	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION		22	-0.48599616	-1.5763232	0.024600247	0.21368375	1.0	372	tags=50%, list=25%, signal=65%	
GOBP_NEURAL_TUBE_DEVELOPMENT	GOBP_NEURAL_TUBE_DEVELOPMENT		16	-0.53701967	-1.5757045	0.02578019	0.21203145	1.0	339	tags=63%, list=22%, signal=80%	
GOBP_MESENCHYME_DEVELOPMENT	GOBP_MESENCHYME_DEVELOPMENT		48	-0.41332054	-1.5741386	0.009411764	0.21245192	1.0	254	tags=35%, list=17%, signal=41%	
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	GOBP_SKELETAL_SYSTEM_MORPHOGENESIS		49	-0.4119993	-1.5702503	0.010380623	0.21729045	1.0	654	tags=65%, list=43%, signal=111%	
GOBP_GLAND_MORPHOGENESIS	GOBP_GLAND_MORPHOGENESIS		22	-0.48628145	-1.5658897	0.01662404	0.22305742	1.0	294	tags=50%, list=19%, signal=61%	
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY		15	-0.54105484	-1.5657997	0.021052632	0.22044972	1.0	326	tags=53%, list=22%, signal=67%	
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION		19	-0.50963444	-1.5650383	0.024173029	0.21918446	1.0	595	tags=58%, list=39%, signal=94%	
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY		19	-0.50136566	-1.563326	0.018796992	0.22000723	1.0	326	tags=58%, list=22%, signal=73%	
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN		16	-0.5240186	-1.5631528	0.026717557	0.21769214	1.0	460	tags=69%, list=30%, signal=98%	
GOCC_NUCLEAR_SPECK	GOCC_NUCLEAR_SPECK		17	-0.5141563	-1.5609479	0.028720627	0.21957238	1.0	501	tags=53%, list=33%, signal=78%	
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS		84	-0.37309894	-1.5603642	0.0076923077	0.218106	1.0	573	tags=54%, list=38%, signal=82%	
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY		22	-0.481473	-1.5594954	0.027603513	0.21713008	1.0	567	tags=68%, list=38%, signal=108%	
GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER		29	-0.45156077	-1.557667	0.017369727	0.21805835	1.0	713	tags=69%, list=47%, signal=128%	
GOBP_RESPONSE_TO_BMP	GOBP_RESPONSE_TO_BMP		32	-0.4354887	-1.5372747	0.019207682	0.2585441	1.0	272	tags=41%, list=18%, signal=49%	
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT	GOBP_CAMERA_TYPE_EYE_DEVELOPMENT		36	-0.41873866	-1.5332497	0.026620371	0.26514238	1.0	350	tags=36%, list=23%, signal=46%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION		56	-0.39665127	-1.5321584	0.009153318	0.26447618	1.0	263	tags=32%, list=17%, signal=37%	
GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE		33	-0.4371414	-1.5264568	0.026537998	0.2747295	1.0	629	tags=61%, list=42%, signal=102%	
GOCC_BASAL_PART_OF_CELL	GOCC_BASAL_PART_OF_CELL		40	-0.41170204	-1.5248655	0.01183432	0.275548	1.0	324	tags=35%, list=21%, signal=43%	
GOBP_TUBE_DEVELOPMENT	GOBP_TUBE_DEVELOPMENT		192	-0.33304968	-1.524413	0.0010266941	0.27353343	1.0	339	tags=34%, list=22%, signal=39%	
GOMF_COLLAGEN_BINDING	GOMF_COLLAGEN_BINDING		25	-0.46082398	-1.5220759	0.026960785	0.27612972	1.0	640	tags=80%, list=42%, signal=137%	
GOBP_DEVELOPMENTAL_GROWTH	GOBP_DEVELOPMENTAL_GROWTH		83	-0.3613077	-1.5218532	0.012035011	0.2737069	1.0	611	tags=51%, list=40%, signal=80%	
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION		17	-0.50728554	-1.520337	0.026751593	0.27425173	1.0	365	tags=65%, list=24%, signal=84%	
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	GOBP_EPITHELIAL_TUBE_MORPHOGENESIS		43	-0.40419734	-1.5157689	0.023337223	0.2825851	1.0	419	tags=47%, list=28%, signal=63%	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	GOBP_OUTFLOW_TRACT_MORPHOGENESIS		16	-0.5133741	-1.5154229	0.034391534	0.28068858	1.0	174	tags=31%, list=12%, signal=35%	
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE		35	-0.42353627	-1.5144209	0.024271844	0.2804088	1.0	395	tags=49%, list=26%, signal=64%	
GOBP_PLACENTA_DEVELOPMENT	GOBP_PLACENTA_DEVELOPMENT		30	-0.4315726	-1.5140806	0.03217822	0.27842832	1.0	343	tags=47%, list=23%, signal=59%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS		21	-0.47292015	-1.5106142	0.04	0.28310075	1.0	545	tags=62%, list=36%, signal=96%	
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS		31	-0.42486662	-1.5103515	0.024125453	0.28086975	1.0	493	tags=48%, list=33%, signal=70%	
GOBP_RESPONSE_TO_PEPTIDE	GOBP_RESPONSE_TO_PEPTIDE		83	-0.3617749	-1.5093353	0.011879049	0.28054327	1.0	336	tags=37%, list=22%, signal=45%	
GOBP_TISSUE_REMODELING	GOBP_TISSUE_REMODELING		36	-0.41953927	-1.5042253	0.031212484	0.2901235	1.0	254	tags=36%, list=17%, signal=42%	
GOBP_MEMORY	GOBP_MEMORY		19	-0.47952175	-1.5002639	0.04216074	0.2966932	1.0	253	tags=37%, list=17%, signal=44%	
GOBP_BONE_DEVELOPMENT	GOBP_BONE_DEVELOPMENT		37	-0.4111928	-1.4947469	0.03567182	0.30783927	1.0	401	tags=49%, list=27%, signal=65%	
GOBP_GLAND_DEVELOPMENT	GOBP_GLAND_DEVELOPMENT		60	-0.3731006	-1.4910363	0.026285714	0.31481698	1.0	497	tags=50%, list=33%, signal=72%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		72	-0.36440238	-1.4905436	0.0121546965	0.31309965	1.0	544	tags=46%, list=36%, signal=68%	
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT		18	-0.48049626	-1.4872631	0.045962732	0.3182312	1.0	232	tags=39%, list=15%, signal=45%	
GOBP_B_CELL_DIFFERENTIATION	GOBP_B_CELL_DIFFERENTIATION		23	-0.4547583	-1.4840086	0.044280443	0.32384834	1.0	705	tags=87%, list=47%, signal=161%	
GOBP_SKIN_DEVELOPMENT	GOBP_SKIN_DEVELOPMENT		53	-0.37472886	-1.4824795	0.028669724	0.3250318	1.0	554	tags=55%, list=37%, signal=83%	
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION		104	-0.34329414	-1.4819332	0.01171459	0.32351577	1.0	622	tags=58%, list=41%, signal=91%	
GOBP_CELL_JUNCTION_ASSEMBLY	GOBP_CELL_JUNCTION_ASSEMBLY		49	-0.3803581	-1.4812491	0.018348623	0.3225524	1.0	535	tags=47%, list=35%, signal=70%	
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	GOBP_FORMATION_OF_PRIMARY_GERM_LAYER		34	-0.4148136	-1.4780592	0.041463416	0.32792318	1.0	376	tags=53%, list=25%, signal=69%	
GOBP_REGULATION_OF_CELL_ADHESION	GOBP_REGULATION_OF_CELL_ADHESION		127	-0.3358838	-1.4771867	0.008403362	0.3272594	1.0	596	tags=50%, list=39%, signal=75%	
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		45	-0.3877347	-1.4741205	0.017626323	0.332565	1.0	228	tags=31%, list=15%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		177	-0.32395926	-1.4739448	0.004132231	0.33017388	1.0	519	tags=44%, list=34%, signal=59%	
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA		51	-0.38439023	-1.4734956	0.013777267	0.3285772	1.0	632	tags=59%, list=42%, signal=98%	
GOBP_LOCOMOTION	GOBP_LOCOMOTION		269	-0.31454432	-1.4699335	0.0010131713	0.3346988	1.0	615	tags=49%, list=41%, signal=68%	
GOBP_ENDODERM_DEVELOPMENT	GOBP_ENDODERM_DEVELOPMENT		30	-0.42255118	-1.4694647	0.052948255	0.33329085	1.0	672	tags=80%, list=45%, signal=141%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS		58	-0.37305412	-1.4674608	0.028835064	0.33619878	1.0	292	tags=36%, list=19%, signal=43%	
GOBP_EPIDERMIS_DEVELOPMENT	GOBP_EPIDERMIS_DEVELOPMENT		56	-0.37529013	-1.4673506	0.029378532	0.3337654	1.0	412	tags=45%, list=27%, signal=59%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT		23	-0.45322078	-1.4669086	0.042983565	0.3321969	1.0	652	tags=65%, list=43%, signal=113%	
GOBP_OSSIFICATION	GOBP_OSSIFICATION		72	-0.35494018	-1.465244	0.032402236	0.33400193	1.0	294	tags=36%, list=19%, signal=43%	
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH	GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH		44	-0.3837736	-1.4637278	0.030821918	0.33572173	1.0	497	tags=43%, list=33%, signal=62%	
