NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_BIOLOGICAL_OXIDATIONS	REACTOME_BIOLOGICAL_OXIDATIONS	Details ...	30	0.5152414	2.3068752	0.0	1.5364583E-4	0.001	175	tags=53%, list=12%, signal=59%	
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	Details ...	15	0.59043884	2.1734903	0.0	5.7843135E-4	0.004	269	tags=53%, list=18%, signal=64%	
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	Details ...	101	0.31817365	1.8569363	0.0	0.011441083	0.071	377	tags=50%, list=25%, signal=63%	
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	Details ...	22	0.44489238	1.8490087	0.0047393367	0.0111809485	0.073	847	tags=100%, list=56%, signal=224%	
REACTOME_PROGRAMMED_CELL_DEATH	REACTOME_PROGRAMMED_CELL_DEATH	Details ...	16	0.47462302	1.7410353	0.008196721	0.02485461	0.168	124	tags=38%, list=8%, signal=40%	
REACTOME_CELLULAR_SENESCENCE	REACTOME_CELLULAR_SENESCENCE		20	0.42989892	1.7083861	0.02739726	0.029759744	0.204	324	tags=50%, list=21%, signal=63%	
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES		28	0.3873144	1.6838137	0.0049261083	0.032776702	0.236	935	tags=100%, list=62%, signal=258%	
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING		16	0.4375382	1.6171998	0.0349345	0.046864513	0.333	288	tags=44%, list=19%, signal=53%	
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES		64	0.30588254	1.6085356	0.009259259	0.047421984	0.348	375	tags=53%, list=25%, signal=68%	
REACTOME_INFECTIOUS_DISEASE	REACTOME_INFECTIOUS_DISEASE		118	0.2662319	1.573913	0.0	0.055547755	0.407	366	tags=44%, list=24%, signal=54%	
REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM		34	0.3006209	1.3829005	0.05172414	0.16346923	0.814	935	tags=97%, list=62%, signal=249%	
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP		16	0.36476478	1.3291172	0.12083333	0.20801902	0.893	324	tags=50%, list=21%, signal=63%	
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION		81	0.21530023	1.2019161	0.085365854	0.37506858	0.98	180	tags=26%, list=12%, signal=28%	
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION		28	0.26180005	1.1582575	0.24193548	0.45489633	0.996	221	tags=29%, list=15%, signal=33%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53		26	0.2580579	1.1341413	0.26737967	0.48843732	0.998	279	tags=38%, list=18%, signal=46%	
REACTOME_CHROMATIN_MODIFYING_ENZYMES	REACTOME_CHROMATIN_MODIFYING_ENZYMES		15	0.3095292	1.1231453	0.27125505	0.4981483	0.999	851	tags=93%, list=56%, signal=212%	
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION		40	0.23828259	1.1209075	0.26666668	0.487111	0.999	261	tags=30%, list=17%, signal=35%	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		105	0.1843599	1.0927923	0.296875	0.5380708	1.0	379	tags=40%, list=25%, signal=50%	
REACTOME_DISEASES_OF_METABOLISM	REACTOME_DISEASES_OF_METABOLISM		25	0.26030102	1.0888363	0.29441625	0.5326536	1.0	58	tags=20%, list=4%, signal=20%	
REACTOME_METABOLISM_OF_LIPIDS	REACTOME_METABOLISM_OF_LIPIDS		55	0.20937401	1.0513788	0.34351146	0.6053538	1.0	150	tags=22%, list=10%, signal=23%	
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES		23	0.24501854	1.0188081	0.42727274	0.6772626	1.0	172	tags=30%, list=11%, signal=34%	
REACTOME_DEUBIQUITINATION	REACTOME_DEUBIQUITINATION		16	0.26726842	1.0136346	0.41395348	0.6712542	1.0	115	tags=19%, list=8%, signal=20%	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS		35	0.21310377	0.9748794	0.4915254	0.75877947	1.0	221	tags=23%, list=15%, signal=26%	
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL		27	0.22324012	0.95799094	0.5116279	0.7831823	1.0	226	tags=26%, list=15%, signal=30%	
REACTOME_CELL_CYCLE_MITOTIC	REACTOME_CELL_CYCLE_MITOTIC		35	0.20967774	0.95739937	0.54347825	0.76597846	1.0	370	tags=43%, list=25%, signal=55%	
REACTOME_CELL_CYCLE	REACTOME_CELL_CYCLE		44	0.1911837	0.95708793	0.5555556	0.74822915	1.0	370	tags=41%, list=25%, signal=53%	
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION		16	0.25442296	0.94900686	0.5193133	0.75319386	1.0	920	tags=94%, list=61%, signal=237%	
REACTOME_RHO_GTPASE_CYCLE	REACTOME_RHO_GTPASE_CYCLE		30	0.20775098	0.8995961	0.6185567	0.86319	1.0	134	tags=13%, list=9%, signal=14%	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION		20	0.22389805	0.8865178	0.6497696	0.8768826	1.0	64	tags=15%, list=4%, signal=15%	
REACTOME_M_PHASE	REACTOME_M_PHASE		26	0.20526311	0.87457466	0.6479592	0.8853245	1.0	370	tags=42%, list=25%, signal=55%	
REACTOME_SIGNALING_BY_GPCR	REACTOME_SIGNALING_BY_GPCR		95	0.15293032	0.86728907	0.75	0.88417464	1.0	202	tags=19%, list=13%, signal=20%	
REACTOME_SIGNALING_BY_VEGF	REACTOME_SIGNALING_BY_VEGF		17	0.2139074	0.8076188	0.7625571	0.98800087	1.0	82	tags=12%, list=5%, signal=12%	
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS		16	0.21626323	0.8021352	0.73893803	0.9788637	1.0	105	tags=19%, list=7%, signal=20%	
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION		22	0.19616133	0.8008908	0.80597013	0.961308	1.0	221	tags=23%, list=15%, signal=26%	
REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_DEVELOPMENTAL_BIOLOGY		156	0.12068175	0.7865799	0.9714286	0.9679392	1.0	322	tags=29%, list=21%, signal=33%	
REACTOME_SIGNALING_BY_NOTCH	REACTOME_SIGNALING_BY_NOTCH		27	0.18686998	0.7834898	0.8210526	0.95432323	1.0	851	tags=89%, list=56%, signal=200%	
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS		21	0.1905676	0.7638815	0.8304348	0.9670918	1.0	145	tags=19%, list=10%, signal=21%	
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS		15	0.21525581	0.74522215	0.8289963	0.97484815	1.0	168	tags=27%, list=11%, signal=30%	
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION		27	0.17902324	0.7423948	0.87356323	0.95954496	1.0	64	tags=11%, list=4%, signal=11%	
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE		19	0.18283997	0.7135523	0.8703704	0.9741532	1.0	435	tags=53%, list=29%, signal=73%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		16	0.18647633	0.67603916	0.9022222	0.990378	1.0	435	tags=63%, list=29%, signal=87%	
REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_METABOLISM_OF_CARBOHYDRATES		23	0.15506215	0.63654876	0.97044337	0.99887526	1.0	306	tags=30%, list=20%, signal=38%	
REACTOME_DNA_REPAIR	REACTOME_DNA_REPAIR		15	0.16070414	0.57904446	0.9765625	1.0	1.0	308	tags=33%, list=20%, signal=41%	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING		17	0.14004442	0.5225989	0.99130434	0.99624807	1.0	221	tags=24%, list=15%, signal=27%	
